Date,Open,High,Low,Close,Adj Close,Volume
2023-09-22,64.980003,65.269997,64.480003,64.519997,64.519997,5412388
2023-09-25,64.410004,64.820000,64.050003,64.709999,64.709999,2845251
2023-09-26,64.150002,64.470001,63.785000,63.910000,63.910000,3187826
2023-09-27,64.500000,65.035004,64.339996,64.919998,64.919998,5079809
2023-09-28,65.089996,65.959999,65.089996,65.820000,65.820000,6326736
2023-09-29,65.419998,65.449997,64.139999,64.379997,64.379997,7010794
2023-10-02,64.550003,64.620003,63.110001,63.360001,63.360001,5976742
2023-10-03,63.299999,63.445000,62.840000,63.369999,63.369999,4414530
2023-10-04,62.610001,62.639999,61.590000,62.040001,62.040001,8040217
2023-10-05,61.660000,62.660000,61.650002,62.660000,62.660000,5707383
2023-10-06,63.590000,64.669998,63.060001,64.529999,64.529999,6938208
2023-10-09,65.480003,66.129997,65.330002,66.120003,66.120003,7315394
